t_mid_s,Session,Band,Region,Value
690.0,MODULATION,Theta,Temporal,5.21283394269166
700.0,MODULATION,Theta,Temporal,5.241157816236123
710.0,MODULATION,Theta,Temporal,5.217905079950313
720.0,MODULATION,Theta,Temporal,5.197249679026136
730.0,MODULATION,Theta,Temporal,5.186812799739031
740.0,MODULATION,Theta,Temporal,5.128861875313699
750.0,MODULATION,Theta,Temporal,5.007552650728751
760.0,MODULATION,Theta,Temporal,5.0166849149639345
770.0,MODULATION,Theta,Temporal,5.452150199394532
780.0,MODULATION,Theta,Temporal,5.495347413308842
790.0,MODULATION,Theta,Temporal,4.914709248327846
800.0,MODULATION,Theta,Temporal,5.210993777747865
810.0,MODULATION,Theta,Temporal,5.2750091271934645
820.0,MODULATION,Theta,Temporal,5.2895695028044685
830.0,MODULATION,Theta,Temporal,5.301883146012466
840.0,MODULATION,Theta,Temporal,5.254436964381834
850.0,MODULATION,Theta,Temporal,5.132423100077456
860.0,MODULATION,Theta,Temporal,4.832378327069596
870.0,MODULATION,Theta,Temporal,4.834987571241867
880.0,MODULATION,Theta,Temporal,4.806399070704067
890.0,MODULATION,Theta,Temporal,4.540743292170589
900.0,MODULATION,Theta,Temporal,4.789836161493598
910.0,MODULATION,Theta,Temporal,4.936457045188501
920.0,MODULATION,Theta,Temporal,5.00181331374926
930.0,MODULATION,Theta,Temporal,4.884597617983902
940.0,MODULATION,Theta,Temporal,4.97380480010158
950.0,MODULATION,Theta,Temporal,5.090680276475753
960.0,MODULATION,Theta,Temporal,5.265376495260263
970.0,MODULATION,Theta,Temporal,5.083159408434202
980.0,MODULATION,Theta,Temporal,5.236217479263536
990.0,MODULATION,Theta,Temporal,5.1256097938046326
1000.0,MODULATION,Theta,Temporal,5.151723638808819
1010.0,MODULATION,Theta,Temporal,5.297310600508494
1020.0,MODULATION,Theta,Temporal,4.73711409882585
1030.0,MODULATION,Theta,Temporal,4.944528621118397
1040.0,MODULATION,Theta,Temporal,5.100679339760315
1050.0,MODULATION,Theta,Temporal,5.338419721551232
1060.0,MODULATION,Theta,Temporal,5.278604500564946
