Track,Metric_X,Metric_Y,N_Matched,Observed_Pearson_r,Bootstrap_Median_r,Bootstrap_CI_Lower,Bootstrap_CI_Upper,Confidence_Level,Block_Length_Windows,Block_Length_Seconds,Bootstrap_Iterations_Requested,Bootstrap_Iterations_Valid,Random_Seed,Resampling_Method,Band,Channel,Feature
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.3902136310663836,0.391343307246973,0.26190093011895915,0.5207750687562334,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Oz,POW.Oz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.1629066900803209,0.162885661144817,0.0038401213232356407,0.3160022212432319,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Oz,POW.Oz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.12254089448258668,-0.12701109955479406,-0.2583765795370918,0.008388624555929374,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P3,POW.P3.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.439727035111084,0.4428729694860034,0.30559245079877245,0.5616928516786304,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P3,POW.P3.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.1217622267442597,0.12087518554799044,-0.03478208256818223,0.264706501705138,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P3,POW.P3.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.18573901606529822,-0.18982523200065549,-0.3280965145627702,-0.03584259342358121,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P4,POW.P4.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.46425568629577063,0.46617896382970453,0.3423421780844314,0.5706733832074278,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P4,POW.P4.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.11359759060452948,0.10933837561749173,-0.04099823499851285,0.2641747216744914,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P4,POW.P4.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.15676288358897936,-0.15473006061966177,-0.3024190200628736,0.0015780957636158317,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P7,POW.P7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.4162102305637377,0.42042553257633264,0.26443640709396354,0.5488376773648214,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P7,POW.P7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.1138661080880388,0.12164508455864576,-0.058888722370268244,0.2675224595310988,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P7,POW.P7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.010340062583764369,-0.014862065921227418,-0.14122586946888668,0.10399608752185048,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P8,POW.P8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.310156939827707,0.313334324304701,0.14475511280035733,0.458102190728462,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P8,POW.P8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.3291496883908392,0.3362804165462793,0.15960804007867524,0.4816538756928794,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,P8,POW.P8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.10295094197364349,-0.10873315285187485,-0.23520498969239312,0.019366371073796542,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO10,POW.PO10.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.31414289156895403,0.31318005596833914,0.1613209538724663,0.4614126757482862,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO10,POW.PO10.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.2671327541463738,0.2695548651387971,0.11356940008816956,0.4322548866670825,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO10,POW.PO10.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.09799210714277942,-0.11324422080411792,-0.342508342655263,0.13977923887743046,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO9,POW.PO9.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.35238483994916703,0.35756278894240384,0.15984690714556662,0.5345223028358133,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO9,POW.PO9.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.12023292643980582,0.11848670051579022,-0.0722932198034009,0.29346333695552085,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,PO9,POW.PO9.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.18992726153050218,-0.18683370211674588,-0.3344202088202352,-0.04353896546434421,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Pz,POW.Pz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.4465434701465927,0.44757444241090955,0.31663137134116653,0.5575157566962193,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Pz,POW.Pz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.1107193974038574,0.11028667901668512,-0.03804754706883873,0.24928982740484346,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,Pz,POW.Pz.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.0706833817830194,-0.08022057594981433,-0.24445395231968023,0.10747460929213684,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T7,POW.T7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.2830129252540407,0.28633890372220244,0.11048553710800617,0.44319991372931966,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T7,POW.T7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.02687461486522198,0.025339368564697977,-0.12767809833546911,0.15554564641609483,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T7,POW.T7.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.16781563773782435,-0.17213277608347616,-0.28974311370589434,-0.03213005739347123,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T8,POW.T8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.46886223574348934,0.47292578860136525,0.3542706245093915,0.5797153159142152,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T8,POW.T8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,0.10737235689644677,0.10701139221094672,-0.046427027321836185,0.2531345074508375,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,Alpha,T8,POW.T8.Alpha
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,-0.1767040337986797,-0.17713205766074494,-0.3202500185301547,-0.029746457370555365,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,BetaH,C3,POW.C3.BetaH
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.35484499545438514,0.3472048350994301,0.17330775948544433,0.5075024361776378,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,BetaH,C3,POW.C3.BetaH
POW_Feature_BaselineStandardisedFlux,Delta_LZC,Delta_Flux,181,-0.03592468623123246,-0.03706532536640981,-0.155370371128809,0.08721402194508457,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,BetaH,C3,POW.C3.BetaH
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_LZC,181,0.007862634127976937,0.003315173673618132,-0.14324747466784654,0.14671662324676935,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,BetaH,C4,POW.C4.BetaH
POW_Feature_BaselineStandardisedFlux,Delta_Shannon_Entropy,Delta_Flux,181,0.43072336537206063,0.4302787733748086,0.28564470448867185,0.5533911476729999,0.95,6,60.0,1000,1000,1919,circular moving-block bootstrap,BetaH,C4,POW.C4.BetaH
