Session,Representation,Level,Band,Channel,Feature,Window_Index,Window_Start_s,Window_End_s,N_Samples,Observed_LZC,Surrogate_LZC_Median,Surrogate_LZC_Mean,Surrogate_LZC_SD,Observed_to_MedianSurrogate_Ratio,Observed_vs_Surrogate_Z,Surrogate_Method,Surrogate_Iterations,Random_Seed
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,124,1240,1250,80,0.6321928095,0.6717048601,0.6598512449,0.1263215313,0.9411764706,-0.218952661,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,125,1250,1260,80,0.6321928095,0.7112169107,0.7112169107,0.08503429293,0.8888888889,-0.9293203773,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,126,1260,1270,80,0.6321928095,0.7507289613,0.7467777562,0.09055616861,0.8421052632,-1.265346674,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,127,1270,1280,80,0.5531687083,0.7112169107,0.6875096803,0.09627362366,0.7777777778,-1.395407869,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,128,1280,1290,80,0.7112169107,0.7112169107,0.7151681157,0.1160138174,1,-0.03405805573,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,129,1290,1300,80,0.5531687083,0.6321928095,0.6717048601,0.1072548122,0.875,-1.105182596,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,130,1300,1310,80,0.3951205059,0.7112169107,0.7270217309,0.1322326132,0.5555555556,-2.50998008,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,131,1310,1320,80,0.4741446071,0.6321928095,0.6124367842,0.1021538242,0.75,-1.353764073,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,132,1320,1330,80,0.5531687083,0.7112169107,0.7507289613,0.1438974305,0.7777777778,-1.372924118,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,133,1330,1340,80,0.5531687083,0.5926807589,0.5768759387,0.1120506669,0.9333333333,-0.2115759861,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,134,1340,1350,80,0.7112169107,0.7902410119,0.7783873967,0.096869224,0.9,-0.6934141024,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,135,1350,1360,80,0.6321928095,0.7902410119,0.8099970372,0.1278731333,0.8,-1.390473691,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,136,1360,1370,80,0.7112169107,0.5136566577,0.5531687083,0.1332231335,1.384615385,1.186342028,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,137,1370,1380,80,0.869265113,0.9087771636,0.9166795738,0.09729242053,0.9565217391,-0.4873397172,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,138,1380,1390,80,0.6321928095,0.7507289613,0.7191193208,0.1054001222,0.8421052632,-0.8247287523,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,139,1390,1400,80,0.5531687083,0.7902410119,0.8297530625,0.1160846223,0.7,-2.38260976,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,140,1400,1410,80,0.6321928095,0.6321928095,0.6796072702,0.08268265847,1,-0.5734510911,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,141,1410,1420,80,0.7112169107,0.7902410119,0.7862898068,0.08685085723,0.9,-0.8643886603,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,142,1420,1430,80,0.5531687083,0.7507289613,0.7823386017,0.1143732074,0.7368421053,-2.003702603,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,143,1430,1440,80,0.5531687083,0.7112169107,0.7388753461,0.1034327951,0.7777777778,-1.795432847,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,144,1440,1450,80,0.5531687083,0.5531687083,0.5768759387,0.0996291066,1,-0.2379548624,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,145,1450,1460,80,0.7112169107,0.6717048601,0.7072657056,0.148339925,1.058823529,0.02663615382,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,146,1460,1470,80,0.7112169107,0.7902410119,0.798143422,0.08844458388,0.9,-0.9828358899,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,147,1470,1480,80,0.869265113,0.7112169107,0.7467777562,0.09411571571,1.222222222,1.301454873,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,148,1480,1490,80,0.7112169107,0.6321928095,0.6282416044,0.09055616861,1.125,0.9162855223,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,149,1490,1500,80,0.7902410119,0.6321928095,0.6400952196,0.08067061346,1.25,1.86122041,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,150,1500,1510,80,0.7902410119,0.7902410119,0.7586313714,0.1069479308,1,0.295561029,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,151,1510,1520,80,0.5531687083,0.6321928095,0.6519488348,0.1083978797,0.875,-0.9112736035,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,152,1520,1530,80,0.5531687083,0.7112169107,0.6796072702,0.1266463493,0.7777777778,-0.9983593098,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,153,1530,1540,80,0.6321928095,0.5531687083,0.5650223235,0.1096040129,1.142857143,0.6128469592,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,154,1540,1550,80,0.5531687083,0.869265113,0.8416066776,0.1154458149,0.6363636364,-2.498470556,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,155,1550,1560,80,0.6321928095,0.6321928095,0.7072657056,0.1008586361,1,-0.7443378079,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,156,1560,1570,80,0.6321928095,0.6321928095,0.667753655,0.1071781742,1,-0.3317918578,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,157,1570,1580,80,0.4741446071,0.6321928095,0.596631964,0.05423682798,0.75,-2.258379802,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,158,1580,1590,80,0.7112169107,0.5531687083,0.6084855791,0.1060219573,1.285714286,0.9689627902,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,159,1590,1600,80,0.7112169107,0.7112169107,0.734924141,0.08148139377,1,-0.2909526858,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,160,1600,1610,81,0.9392370375,0.7826975312,0.7592166053,0.1138492542,1.2,1.581217492,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,161,1610,1620,80,0.9482892142,0.7112169107,0.7191193208,0.1253420267,1.333333333,1.828356374,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,162,1620,1630,80,0.4741446071,0.6321928095,0.6479976297,0.1105743091,0.75,-1.572273199,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,163,1630,1640,80,0.7112169107,0.7902410119,0.7862898068,0.1415368805,0.9,-0.5304122563,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,164,1640,1650,80,0.6321928095,0.6717048601,0.6756560651,0.1071781742,0.9411764706,-0.4055233818,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,165,1650,1660,80,0.7112169107,0.6321928095,0.6519488348,0.07638040259,1.125,0.7759591974,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,166,1660,1670,80,0.7112169107,0.7112169107,0.6717048601,0.07902410119,1,0.5,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,167,1670,1680,80,0.4741446071,0.6321928095,0.600583169,0.08268265847,0.75,-1.52920291,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,168,1680,1690,80,0.6321928095,0.7112169107,0.730972936,0.0845497631,0.8888888889,-1.168307549,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,169,1690,1700,80,0.7112169107,0.6717048601,0.6875096803,0.08918471882,1.058823529,0.2658216639,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,170,1700,1710,80,0.5531687083,0.6321928095,0.667753655,0.08685085723,0.875,-1.31933006,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,171,1710,1720,80,0.4741446071,0.7112169107,0.7230705259,0.1002047645,0.6666666667,-2.484172484,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,172,1720,1730,80,0.6321928095,0.7112169107,0.6875096803,0.09279688756,0.8888888889,-0.5961069631,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,173,1730,1740,80,0.4741446071,0.7112169107,0.6796072702,0.1006139323,0.6666666667,-2.042089584,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,174,1740,1750,80,0.6321928095,0.7112169107,0.7112169107,0.102555216,0.8888888889,-0.7705517504,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,175,1750,1760,80,0.6321928095,0.6717048601,0.6914608854,0.0845497631,0.9411764706,-0.7009845293,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,176,1760,1770,80,0.7112169107,0.6321928095,0.6598512449,0.1314223185,1.125,0.3908443128,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,177,1770,1780,80,0.7112169107,0.5926807589,0.6124367842,0.1053221347,1.2,0.9378857231,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,178,1780,1790,80,0.7902410119,0.6717048601,0.6954120904,0.113507824,1.176470588,0.8354395153,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,179,1790,1800,80,0.6321928095,0.6321928095,0.6519488348,0.1143013424,1,-0.172841586,phase_randomized,20,1906
BASELINE_EC,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,180,1800,1810,80,0.6321928095,0.6321928095,0.6282416044,0.1071781742,1,0.03686576198,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,0,0,10,81,0.3913487656,0.4696185187,0.477445494,0.07990054813,0.8333333333,-1.077548658,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,1,10,20,80,0.5531687083,0.5926807589,0.5926807589,0.1009400723,0.9333333333,-0.3914406806,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,2,20,30,80,0.5531687083,0.5531687083,0.5729247336,0.1252764541,1,-0.1576994291,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,3,30,40,80,0.6321928095,0.7112169107,0.7151681157,0.1102021293,0.8888888889,-0.7529374142,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,4,40,50,80,0.7112169107,0.6321928095,0.66380245,0.0902835453,1.125,0.5251727826,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,5,50,60,80,0.6321928095,0.7112169107,0.6796072702,0.121344968,0.8888888889,-0.3907410542,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,6,60,70,80,0.6321928095,0.869265113,0.8613627029,0.1253420267,0.7272727273,-1.828356374,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,7,70,80,80,0.3951205059,0.5531687083,0.5847783488,0.1069479308,0.7142857143,-1.773366174,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,8,80,90,80,0.4741446071,0.5926807589,0.5650223235,0.1096040129,0.8,-0.8291458859,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,9,90,100,80,0.3951205059,0.5531687083,0.5768759387,0.1359098466,0.7142857143,-1.337323507,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,10,100,110,80,0.3160964047,0.5531687083,0.5413150931,0.09341465778,0.5714285714,-2.410956628,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,11,110,120,80,0.7112169107,0.6321928095,0.6361440145,0.1188131058,1.125,0.6318570298,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,12,120,130,80,0.6321928095,0.7112169107,0.7546801663,0.1319215504,0.8888888889,-0.9284863351,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,13,130,140,80,0.7112169107,0.7507289613,0.7270217309,0.1218854828,0.9473684211,-0.1296694231,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,14,140,150,80,0.7902410119,0.6321928095,0.6479976297,0.1105743091,1.25,1.286405344,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,15,150,160,80,0.869265113,0.869265113,0.8455578827,0.1090779707,1,0.2173420554,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,16,160,170,80,0.869265113,0.7902410119,0.8337042675,0.09411571571,1.1,0.3778417373,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,17,170,180,80,0.7112169107,0.7112169107,0.7151681157,0.08298025748,1,-0.0476162063,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,18,180,190,80,0.7112169107,0.6321928095,0.6124367842,0.1053221347,1.125,0.9378857231,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,19,190,200,80,0.6321928095,0.7112169107,0.7191193208,0.1172116839,0.8888888889,-0.7416198487,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,20,200,210,80,0.6321928095,0.7902410119,0.8060458321,0.07518773254,0.8,-2.312252501,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,21,210,220,80,0.6321928095,0.7112169107,0.6835584753,0.07808268187,0.8888888889,-0.6578368537,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,22,220,230,80,0.6321928095,0.6717048601,0.6598512449,0.1125628176,0.9411764706,-0.2457155569,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,23,230,240,80,0.7902410119,0.7902410119,0.8099970372,0.1053221347,1,-0.1875771446,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,24,240,250,80,0.6321928095,0.7112169107,0.6835584753,0.08609066005,0.8888888889,-0.5966462069,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,25,250,260,80,0.869265113,0.7112169107,0.6954120904,0.1012651619,1.222222222,1.716809802,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,26,260,270,80,0.3160964047,0.6321928095,0.66380245,0.09729242053,0.5,-3.573824593,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,27,270,280,80,0.5531687083,0.7902410119,0.7823386017,0.1226917902,0.7,-1.867850269,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,28,280,290,80,0.7112169107,0.7902410119,0.8337042675,0.1071781742,0.9,-1.142838621,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,29,290,300,80,0.7902410119,0.5531687083,0.5729247336,0.1143013424,1.428571429,1.901257446,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,30,300,310,80,0.5531687083,0.5531687083,0.596631964,0.1188131058,1,-0.3658119646,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,31,310,320,80,0.6321928095,0.6717048601,0.6993632955,0.096869224,0.9411764706,-0.6934141024,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,32,320,330,80,0.4741446071,0.7902410119,0.7744361916,0.1044604293,0.6,-2.874692231,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,33,330,340,80,0.7112169107,0.7902410119,0.7704849866,0.1143013424,0.9,-0.5185247579,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,34,340,350,80,0.7112169107,0.7112169107,0.7151681157,0.1102021293,1,-0.03585416258,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,35,350,360,80,0.6321928095,0.6717048601,0.6914608854,0.08835163106,0.9411764706,-0.6708203932,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,36,360,370,80,0.7902410119,0.7507289613,0.7744361916,0.09455123731,1.052631579,0.167156144,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,37,370,380,80,0.869265113,0.869265113,0.8732163181,0.1040663863,1,-0.03796812016,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,38,380,390,80,0.6321928095,0.7112169107,0.730972936,0.1083978797,0.8888888889,-0.9112736035,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,39,390,400,80,0.5531687083,0.7112169107,0.6954120904,0.1012651619,0.7777777778,-1.404662566,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,40,400,410,80,0.7112169107,0.6321928095,0.6717048601,0.08694541454,1.125,0.4544466296,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,41,410,420,80,0.7112169107,0.7112169107,0.6796072702,0.0902835453,1,0.3501151884,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,42,420,430,80,0.7902410119,0.7902410119,0.7744361916,0.1012651619,1,0.1560736184,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,43,430,440,80,0.6321928095,0.7112169107,0.7230705259,0.1002047645,0.8888888889,-0.9069201132,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,44,440,450,80,0.7902410119,0.7112169107,0.7112169107,0.1202566503,1.111111111,0.6571287407,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,45,450,460,80,0.7902410119,0.869265113,0.8337042675,0.09055616861,0.9090909091,-0.4799590831,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,46,460,470,80,0.5531687083,0.7902410119,0.7823386017,0.1114624704,0.7,-2.056027402,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,47,470,480,80,0.7112169107,0.7112169107,0.6796072702,0.1129272175,1,0.2799116208,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,48,480,490,80,0.5531687083,0.6321928095,0.6479976297,0.1075608179,0.875,-0.8816307205,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,49,490,500,80,0.4741446071,0.6321928095,0.6203391943,0.1154458149,0.75,-1.26634809,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,50,500,510,80,1.027313315,0.869265113,0.8732163181,0.1160138174,1.181818182,1.328264173,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,51,510,520,80,0.7902410119,0.7902410119,0.8099970372,0.09550239395,1,-0.2068641892,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,52,520,530,80,0.7112169107,0.5531687083,0.5729247336,0.1199145254,1.285714286,1.153256259,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,53,530,540,80,0.7902410119,0.6321928095,0.6519488348,0.1226248004,1.25,1.127766786,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,54,540,550,80,0.6321928095,0.7902410119,0.7546801663,0.1268408409,0.8,-0.9656775845,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,55,550,560,80,0.5531687083,0.7902410119,0.7902410119,0.09593162036,0.7,-2.471263413,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,56,560,570,80,0.6321928095,0.6321928095,0.6835584753,0.1065630863,1,-0.4820211908,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,57,570,580,80,0.6321928095,0.6321928095,0.667753655,0.09754545716,1,-0.3645566546,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,58,580,590,80,0.7112169107,0.6321928095,0.6440464247,0.1363323965,1.125,0.4926964369,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,59,590,600,80,0.7902410119,0.7902410119,0.7862898068,0.09055616861,1,0.04363264392,phase_randomized,20,1906
MODULATION_DATASET,FFT-derived POW,Band,Gamma,ALL_CHANNELS_MEDIAN,BandMedian.Gamma,60,600,610,80,0.6321928095,0.7112169107,0.7546801663,0.1438403171,0.8888888889,-0.8515509375,phase_randomized,20,1906
