Metric,Band,Envelope_Band,Channel_A,Channel_B,Baseline,Modulation,Delta,Abs_Delta,Percent_Change
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,FT10,0.4739925091703433,0.3009540011715706,-0.17303850799877268,0.17303850799877268,-36.50659127538788
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,T7,0.4503147388619904,0.14661144025775502,-0.3037032986042354,0.3037032986042354,-67.44245133342447
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,T8,0.5036950528437031,0.3656669499976101,-0.13802810284609296,0.13802810284609296,-27.403108699763855
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,CP1,0.3374462524560749,0.09696208556448105,-0.24048416689159385,0.24048416689159385,-71.26591720644386
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,CP2,0.36477483699304736,0.1540616281834469,-0.21071320880960046,0.21071320880960046,-57.76528078158436
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,CP5,0.307594373286804,0.02972472757605396,-0.27786964571075,0.27786964571075,-90.33638773738609
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,CP6,0.41546782160337,0.21682588389256707,-0.1986419377108029,0.1986419377108029,-47.811630018470645
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,P3,0.282543992735082,0.02675306048462458,-0.25579093225045746,0.25579093225045746,-90.53136461134791
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,Pz,0.33019618084523544,0.09475906748928342,-0.23543711335595202,0.23543711335595202,-71.3021915496662
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,P4,0.34097743239374545,0.12668555769931428,-0.21429187469443117,0.21429187469443117,-62.84635120572335
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,P7,0.023946327755526034,0.06092469293717902,0.036978365181652983,0.036978365181652983,154.42186192043403
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,P8,0.18337103586693337,0.08646464566246558,-0.0969063902044678,0.0969063902044678,-52.84716299186407
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,O1,0.18471519313499224,0.006938659918543788,-0.17777653321644846,0.17777653321644846,-96.2435900367584
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,Oz,0.2213453450679763,0.019268551072132933,-0.20207679399584336,0.20207679399584336,-91.29480176499061
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,O2,0.22487742757847495,0.02640754635054533,-0.19846988122792963,0.19846988122792963,-88.25691549618517
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,PO9,0.049501298581896,0.058696157475811514,0.009194858893915511,0.009194858893915511,18.57498521721272
Raw EEG Band-Limited Coherence Change,Theta,,Fp2,PO10,0.1784478016138777,0.029730598837965666,-0.14871720277591202,0.14871720277591202,-83.33933028645752
Raw EEG Band-Limited Coherence Change,Theta,,F7,F3,0.7420298451991396,0.553312152939123,-0.18871769226001667,0.18871769226001667,-25.432628280520206
Raw EEG Band-Limited Coherence Change,Theta,,F7,Fz,0.6050814683940785,0.42960815677782394,-0.17547331161625457,0.17547331161625457,-28.999948070128635
Raw EEG Band-Limited Coherence Change,Theta,,F7,F4,0.520025679593638,0.3828838363064317,-0.1371418432872063,0.1371418432872063,-26.372129044544998
Raw EEG Band-Limited Coherence Change,Theta,,F7,F8,0.4004931510269081,0.26027788751610637,-0.1402152635108017,0.1402152635108017,-35.010652030196894
Raw EEG Band-Limited Coherence Change,Theta,,F7,FC1,0.5970588860519708,0.34032589047506245,-0.2567329955769083,0.2567329955769083,-42.99961051991798
Raw EEG Band-Limited Coherence Change,Theta,,F7,FC2,0.5264088122318908,0.30407619422494736,-0.22233261800694348,0.22233261800694348,-42.23573254108115
Raw EEG Band-Limited Coherence Change,Theta,,F7,FC5,0.75627524687456,0.5920543717657862,-0.1642208751087738,0.1642208751087738,-21.714432118127014
Raw EEG Band-Limited Coherence Change,Theta,,F7,FC6,0.4806290916051428,0.25212697965077824,-0.22850211195436454,0.22850211195436454,-47.5422973651559
Raw EEG Band-Limited Coherence Change,Theta,,F7,C3,0.5158688585546041,0.2606609756806181,-0.255207882873986,0.255207882873986,-49.47146520707695
Raw EEG Band-Limited Coherence Change,Theta,,F7,Cz,0.46315177751815856,0.2332700977378996,-0.22988167978025895,0.22988167978025895,-49.63420004822201
Raw EEG Band-Limited Coherence Change,Theta,,F7,C4,0.4176075088032077,0.16497566048251983,-0.25263184832068786,0.25263184832068786,-60.495044508344186
Raw EEG Band-Limited Coherence Change,Theta,,F7,FT9,0.6277892030267554,0.45170500617528786,-0.1760841968514676,0.1760841968514676,-28.04829965257672
Raw EEG Band-Limited Coherence Change,Theta,,F7,FT10,0.25354470806882534,0.1069068072551893,-0.14663790081363604,0.14663790081363604,-57.8351257774352
Raw EEG Band-Limited Coherence Change,Theta,,F7,T7,0.679081878380345,0.4760513770915824,-0.20303050128876254,0.20303050128876254,-29.897794029344986
Raw EEG Band-Limited Coherence Change,Theta,,F7,T8,0.2978063229383902,0.1388671761570905,-0.15893914678129972,0.15893914678129972,-53.369970527516585
Raw EEG Band-Limited Coherence Change,Theta,,F7,CP1,0.287487792143332,0.059731304747702704,-0.22775648739562926,0.22775648739562926,-79.22301176603608
Raw EEG Band-Limited Coherence Change,Theta,,F7,CP2,0.3025650702094551,0.07586827598323997,-0.22669679422621514,0.22669679422621514,-74.92497202974585
Raw EEG Band-Limited Coherence Change,Theta,,F7,CP5,0.3968132251933705,0.07769164765241217,-0.3191215775409583,0.3191215775409583,-80.4211042576637
Raw EEG Band-Limited Coherence Change,Theta,,F7,CP6,0.2699682888681083,0.06924142230978915,-0.20072686655831917,0.20072686655831917,-74.35201645345217
Raw EEG Band-Limited Coherence Change,Theta,,F7,P3,0.2559327133522634,0.020181427705554773,-0.23575128564670864,0.23575128564670864,-92.11455720481607
Raw EEG Band-Limited Coherence Change,Theta,,F7,Pz,0.27875765379814477,0.04983981450914799,-0.22891783928899678,0.22891783928899678,-82.1207368371531
Raw EEG Band-Limited Coherence Change,Theta,,F7,P4,0.27520542352754385,0.04683369559121378,-0.22837172793633007,0.22837172793633007,-82.98227738723091
Raw EEG Band-Limited Coherence Change,Theta,,F7,P7,0.02310427547260626,0.0815536051901309,0.05844932971752464,0.05844932971752464,252.98057836449135
Raw EEG Band-Limited Coherence Change,Theta,,F7,P8,0.10111520384752581,0.012066317477185323,-0.08904888637034049,0.08904888637034049,-88.06676244713857
Raw EEG Band-Limited Coherence Change,Theta,,F7,O1,0.143247381562899,0.030324086952924052,-0.11292329460997497,0.11292329460997497,-78.83096596805231
Raw EEG Band-Limited Coherence Change,Theta,,F7,Oz,0.16875258635192114,0.023199206213723643,-0.1455533801381975,0.1455533801381975,-86.25253294468423
Raw EEG Band-Limited Coherence Change,Theta,,F7,O2,0.16661726679834765,0.017270994184291684,-0.14934627261405597,0.14934627261405597,-89.63433111335677
Raw EEG Band-Limited Coherence Change,Theta,,F7,PO9,0.01257140062178496,0.19224526294425665,0.17967386232247168,0.17967386232247168,1429.2270823914014
Raw EEG Band-Limited Coherence Change,Theta,,F7,PO10,0.10090883251791338,0.00591769411288451,-0.09499113840502887,0.09499113840502887,-94.13560343012195
Raw EEG Band-Limited Coherence Change,Theta,,F3,Fz,0.9042419067570493,0.89392457770256,-0.010317329054489344,0.010317329054489344,-1.1409921368819498
Raw EEG Band-Limited Coherence Change,Theta,,F3,F4,0.7450530817048302,0.7699067774003244,0.024853695695494227,0.024853695695494227,3.3358288564653686
Raw EEG Band-Limited Coherence Change,Theta,,F3,F8,0.5095457340876163,0.3593879920746181,-0.1501577420129982,0.1501577420129982,-29.468943014873442
Raw EEG Band-Limited Coherence Change,Theta,,F3,FC1,0.8795349482021413,0.8499525844653304,-0.02958236373681089,0.02958236373681089,-3.3634096970541356
Raw EEG Band-Limited Coherence Change,Theta,,F3,FC2,0.7913424879412271,0.7873604062206867,-0.003982081720540376,0.003982081720540376,-0.5032058534984317
Raw EEG Band-Limited Coherence Change,Theta,,F3,FC5,0.8546738380820323,0.717739750435587,-0.13693408764644532,0.13693408764644532,-16.021794694656638
Raw EEG Band-Limited Coherence Change,Theta,,F3,FC6,0.6802837217229465,0.5969755664632568,-0.08330815525968971,0.08330815525968971,-12.246089770999685
Raw EEG Band-Limited Coherence Change,Theta,,F3,C3,0.7399891688581022,0.651420952782106,-0.08856821607599619,0.08856821607599619,-11.968853032358332
Raw EEG Band-Limited Coherence Change,Theta,,F3,Cz,0.7622787270531799,0.6982808661132432,-0.06399786093993665,0.06399786093993665,-8.395598443018322
Raw EEG Band-Limited Coherence Change,Theta,,F3,C4,0.6447508946098266,0.5446780669901963,-0.10007282761963032,0.10007282761963032,-15.521161499153836
