Dataset,Metric,Band,Envelope_Band,Channel_A,Channel_B,Value
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,O1,0.042647122892661794
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,Pz,0.010786252495330155
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,Oz,0.02965639671490238
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,O2,0.021505444326689667
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,PO10,0.005440720868641971
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,P8,0.010987801906544322
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,P4,0.018272391483951506
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,CP2,0.048962915136597236
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,CP6,0.06880292523672688
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,T8,0.19676083292967664
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,FT10,0.1335242213954905
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,FC6,0.5310614629000034
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,C4,0.31739535205746744
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,FC2,0.8369017448048551
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,F4,0.8265343157323713
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,F8,0.44170991290954975
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,F3,Fp2,0.7023097298274447
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,C3,0.4899800152572596
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,FC5,0.6840964839009782
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,FT9,0.05131052730908407
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,T7,0.19169507453956447
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,CP5,0.16022518774895944
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,CP1,0.05223606732811834
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,P3,0.0063710980399699
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,P7,0.007372432689843418
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,PO9,0.10239738031176752
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,O1,0.026342287345562602
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,Pz,0.038834265950169186
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,Oz,0.012618769898083186
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,O2,0.0063559936240481976
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,PO10,0.0020760222326636113
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,P8,0.009642899325758096
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,P4,0.048214645289906925
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,CP2,0.15001161684767292
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,CP6,0.11362495860237341
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,T8,0.16415491728298126
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,FT10,0.06214856165171965
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,FC6,0.44935438305877595
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,C4,0.4273194551329438
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,FC2,0.8397204510829742
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,F4,0.6393434084213496
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,F8,0.24937059538768286
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC1,Fp2,0.40316780187836004
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,FC5,0.4099264577406114
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,FT9,0.006900906198073446
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,T7,0.14582303163830665
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,CP5,0.39888421586819334
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,CP1,0.0966966231867764
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,P3,0.02966700162600808
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,P7,0.004050144745475451
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,PO9,0.07741667970840894
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,O1,0.025569225313115472
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,Pz,0.05877786039300465
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,Oz,0.013957475283082655
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,O2,0.008835639352086035
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,PO10,0.0033723871669392234
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,P8,0.0065726436182781955
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,P4,0.037746746384192814
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,CP2,0.13150689150718012
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,CP6,0.06860103414788583
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,T8,0.047847743762058685
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,FT10,0.018212517600403003
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,FC6,0.13077126312745307
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,C4,0.2057578035960587
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,FC2,0.2697602471606631
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,F4,0.15370706827287564
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,F8,0.02996080519958116
