Source_File,Dataset,Metric,Band,Envelope_Band,N_Edges,Mean,Median,SD,Min,P10,P25,P75,P90,Max,Mean_Baseline,Mean_Modulation,Mean_Delta,Median_Delta,Mean_Abs_Delta,Max_Abs_Delta
MODULATION_DATASET_minus_BASELINE_EC__POW_BetaH_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,BetaH,UltraSlow,496,,,,,,,,,,0.2682674345164577,0.1476841589954725,-0.1205832755209851,-0.0889482335051751,0.1348470757970965,0.6481929460328227
MODULATION_DATASET_minus_BASELINE_EC__POW_BetaL_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,BetaL,Fast,496,,,,,,,,,,0.3166865510888473,0.1613119587804151,-0.1553745923084321,-0.1047909188490332,0.1615095502719313,0.6770337027194869
MODULATION_DATASET_minus_BASELINE_EC__POW_BetaL_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,BetaL,Medium,496,,,,,,,,,,0.3166910313229522,0.1613094195819354,-0.1553816117410168,-0.1048702085675728,0.1615108792025825,0.6769846541230857
MODULATION_DATASET_minus_BASELINE_EC__POW_BetaL_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,BetaL,Slow,496,,,,,,,,,,0.3181462427336508,0.1615841942635427,-0.1565620484701081,-0.1049919723650428,0.163222511373221,0.6824887406907898
MODULATION_DATASET_minus_BASELINE_EC__POW_BetaL_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,BetaL,UltraSlow,496,,,,,,,,,,0.3105799910767196,0.1592915015489906,-0.1512884895277289,-0.1085483022914561,0.1554827176792438,0.6462979942175892
MODULATION_DATASET_minus_BASELINE_EC__POW_Gamma_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Gamma,Fast,496,,,,,,,,,,0.1213651063135101,0.098843845600363,-0.022521260713147,-0.0108473308108864,0.0739670365285052,0.4450514051935179
MODULATION_DATASET_minus_BASELINE_EC__POW_Gamma_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Gamma,Medium,496,,,,,,,,,,0.1213553567363028,0.0988275479150334,-0.0225278088212694,-0.0108572233198594,0.0739457292676492,0.4450040295220769
MODULATION_DATASET_minus_BASELINE_EC__POW_Gamma_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Gamma,Slow,496,,,,,,,,,,0.1217813448877328,0.1002249856258215,-0.0215563592619112,-0.0099797191487112,0.0755338961546056,0.4534805350327259
MODULATION_DATASET_minus_BASELINE_EC__POW_Gamma_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Gamma,UltraSlow,496,,,,,,,,,,0.1168713604717452,0.09013241746238,-0.0267389430093652,-0.0110271990837615,0.0651460465416488,0.4210101471282558
MODULATION_DATASET_minus_BASELINE_EC__POW_Theta_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Theta,Fast,496,,,,,,,,,,0.3659410322735433,0.1689480238771342,-0.1969930083964091,-0.2166937977056156,0.249502507882758,0.6449825683583188
MODULATION_DATASET_minus_BASELINE_EC__POW_Theta_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Theta,Medium,496,,,,,,,,,,0.365921590215495,0.1689195278896515,-0.1970020623258434,-0.216654016478963,0.2494977956670147,0.6449463904171682
MODULATION_DATASET_minus_BASELINE_EC__POW_Theta_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Theta,Slow,496,,,,,,,,,,0.3693003415202855,0.1682536459306161,-0.2010466955896694,-0.2238561913312376,0.2540153744376146,0.6487585926145096
MODULATION_DATASET_minus_BASELINE_EC__POW_Theta_Envelope_Coherence_Summary.csv,,Band-Power Envelope Coherence Change,Theta,UltraSlow,496,,,,,,,,,,0.3514137234348492,0.1671271011162741,-0.1842866223185751,-0.196533866666983,0.2322642686188538,0.6283281670360921
