Metric,Band,Envelope_Band,Channel_A,Channel_B,Baseline,Modulation,Delta,Abs_Delta,Percent_Change
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FC1,0.7390683128034347,0.7880635779083044,0.048995265104869734,0.048995265104869734,6.629328338948919
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,C3,0.23888404661653312,0.22126406831905052,-0.017619978297482602,0.017619978297482602,-7.375954379141503
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FC5,0.8107769059799566,0.634515816103855,-0.17626108987610156,0.17626108987610156,-21.7397768209815
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FT9,0.5202980602065803,0.15792833074824297,-0.36236972945833734,0.36236972945833734,-69.6465655310076
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,T7,0.5794343243005432,0.19634227098729876,-0.3830920533132445,0.3830920533132445,-66.11483601281115
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,CP5,0.06677551950896574,0.05346582395300493,-0.013309695555960808,0.013309695555960808,-19.931998513577657
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,CP1,0.039418775353368046,0.012667200047370108,-0.02675157530599794,0.02675157530599794,-67.86505939411994
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,P3,0.04494515020722137,0.010025664483151696,-0.03491948572406967,0.03491948572406967,-77.69355661972877
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,P7,0.01355846533461449,0.04124856624899239,0.027690100914377902,0.027690100914377902,204.22739765160318
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,PO9,0.0664647528484864,0.13305996829712877,0.06659521544864237,0.06659521544864237,100.19628840033963
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,O1,0.007455985450848981,0.039022796787679476,0.031566811336830494,0.031566811336830494,423.37544171624046
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,Pz,0.03645959033275504,0.014105368992951789,-0.02235422133980325,0.02235422133980325,-61.31232176714935
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,Oz,0.005184563025495529,0.02693486433345158,0.021750301307956053,0.021750301307956053,419.5204340461694
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,O2,0.004450677979911955,0.020084719012834814,0.01563404103292286,0.01563404103292286,351.27324653652295
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,PO10,0.029413760412592967,0.003943289942267437,-0.02547047047032553,0.02547047047032553,-86.59372386612904
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,P8,0.03135948513274804,0.009349515324328475,-0.022009969808419565,0.022009969808419565,-70.18600501650144
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,P4,0.01978822557176722,0.026281333403813913,0.006493107832046693,0.006493107832046693,32.81298673545905
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,CP2,0.03939012222054318,0.061473025786331764,0.022082903565788584,0.022082903565788584,56.062033629008795
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,CP6,0.08758804923379165,0.07797798543639474,-0.009610063797396914,0.009610063797396914,-10.971889294789012
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,T8,0.29130940200108274,0.21649630530266248,-0.07481309669842026,0.07481309669842026,-25.681662241077337
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FT10,0.357119601519571,0.1359278146608117,-0.22119178685875932,0.22119178685875932,-61.93773344212176
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FC6,0.7580143936208839,0.5670186470453004,-0.1909957465755835,0.1909957465755835,-25.196849582662256
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,C4,0.4068961335749586,0.34224290226851023,-0.06465323130644834,0.06465323130644834,-15.889369785456045
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,FC2,0.8578108126332601,0.9132071267232331,0.05539631408997303,0.05539631408997303,6.457870811854248
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,F4,0.8705442472660585,0.8869191000432949,0.01637485277723638,0.01637485277723638,1.8809902918388761
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,F8,0.5603595520367967,0.4650373884774179,-0.09532216355937878,0.09532216355937878,-17.010892954871828
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fz,Fp2,0.73411851457839,0.728826304340735,-0.005292210237654915,0.005292210237654915,-0.7208931708655071
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,F7,0.9008975973490351,0.8540093899778693,-0.046888207371165724,0.046888207371165724,-5.204610103205749
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,F3,0.8646488570932124,0.7452541637377919,-0.11939469335542052,0.11939469335542052,-13.80846020623946
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FC1,0.39205054410217405,0.4307927317655371,0.03874218766336307,0.03874218766336307,9.881936971184587
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,C3,0.07427445536673333,0.08177353862034935,0.007499083253616021,0.007499083253616021,10.096450006383721
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FC5,0.5588589837147871,0.49372406236227584,-0.06513492135251131,0.06513492135251131,-11.654983323262245
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FT9,0.7194323524352947,0.3890630456366321,-0.3303693067986626,0.3303693067986626,-45.92082989878827
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,T7,0.3486011665428497,0.17902976563637454,-0.16957140090647518,0.16957140090647518,-48.64338309253237
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,CP5,0.05444802906612054,0.023131002700144232,-0.03131702636597631,0.03131702636597631,-57.51728189820346
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,CP1,0.07586459999840348,0.018425695488474027,-0.057438904509929445,0.057438904509929445,-75.71239354209764
